home_team,away_team,game_date,home_result
Charlotte Hornets,Miami Heat,25 April 2016,W
Portland Trail Blazers,LA Clippers,25 April 2016,W
Oklahoma City Thunder,Dallas Mavericks,25 April 2016,W
Atlanta Hawks,Boston Celtics,26 April 2016,W
Toronto Raptors,Indiana Pacers,26 April 2016,W
Golden State Warriors,Houston Rockets,27 April 2016,W
LA Clippers,Portland Trail Blazers,27 April 2016,L
Miami Heat,Charlotte Hornets,27 April 2016,L
Boston Celtics,Atlanta Hawks,28 April 2016,L
Indiana Pacers,Toronto Raptors,29 April 2016,W
Portland Trail Blazers,LA Clippers,29 April 2016,W
Charlotte Hornets,Miami Heat,29 April 2016,L
San Antonio Spurs,Oklahoma City Thunder,30 April 2016,W
Toronto Raptors,Indiana Pacers,01 May 2016,W
Golden State Warriors,Portland Trail Blazers,01 May 2016,W
Miami Heat,Charlotte Hornets,01 May 2016,W
Cleveland Cavaliers,Atlanta Hawks,02 May 2016,W
San Antonio Spurs,Oklahoma City Thunder,02 May 2016,L
Toronto Raptors,Miami Heat,03 May 2016,L
Golden State Warriors,Portland Trail Blazers,03 May 2016,W
Cleveland Cavaliers,Atlanta Hawks,04 May 2016,W
Toronto Raptors,Miami Heat,05 May 2016,W
Oklahoma City Thunder,San Antonio Spurs,06 May 2016,L
Atlanta Hawks,Cleveland Cavaliers,06 May 2016,L
Miami Heat,Toronto Raptors,07 May 2016,L
Portland Trail Blazers,Golden State Warriors,07 May 2016,W
Atlanta Hawks,Cleveland Cavaliers,08 May 2016,L
Oklahoma City Thunder,San Antonio Spurs,08 May 2016,W
Miami Heat,Toronto Raptors,09 May 2016,W
Portland Trail Blazers,Golden State Warriors,09 May 2016,L
San Antonio Spurs,Oklahoma City Thunder,10 May 2016,L
Golden State Warriors,Portland Trail Blazers,11 May 2016,W
Toronto Raptors,Miami Heat,11 May 2016,W
Oklahoma City Thunder,San Antonio Spurs,12 May 2016,W
Miami Heat,Toronto Raptors,13 May 2016,W
Toronto Raptors,Miami Heat,15 May 2016,W
Golden State Warriors,Oklahoma City Thunder,16 May 2016,L
Cleveland Cavaliers,Toronto Raptors,17 May 2016,W
Golden State Warriors,Oklahoma City Thunder,18 May 2016,W
Cleveland Cavaliers,Toronto Raptors,19 May 2016,W
Toronto Raptors,Cleveland Cavaliers,21 May 2016,W
Oklahoma City Thunder,Golden State Warriors,22 May 2016,W
Toronto Raptors,Cleveland Cavaliers,23 May 2016,W
Oklahoma City Thunder,Golden State Warriors,24 May 2016,W
Cleveland Cavaliers,Toronto Raptors,25 May 2016,W
Golden State Warriors,Oklahoma City Thunder,26 May 2016,W
Toronto Raptors,Cleveland Cavaliers,27 May 2016,L
Oklahoma City Thunder,Golden State Warriors,28 May 2016,L
Golden State Warriors,Oklahoma City Thunder,30 May 2016,W
Golden State Warriors,Cleveland Cavaliers,02 June 2016,W
Golden State Warriors,Cleveland Cavaliers,05 June 2016,W
Cleveland Cavaliers,Golden State Warriors,08 June 2016,W
Cleveland Cavaliers,Golden State Warriors,10 June 2016,L
Golden State Warriors,Cleveland Cavaliers,13 June 2016,L
Cleveland Cavaliers,Golden State Warriors,16 June 2016,W
Golden State Warriors,Cleveland Cavaliers,19 June 2016,L
East NBA All Stars East,West NBA All Stars West,14 February 2016,L
East NBA All Stars East,West NBA All Stars West,14 February 2016,L
Portland Trail Blazers,Utah Jazz,25 October 2016,W
Cleveland Cavaliers,New York Knicks,25 October 2016,W
Golden State Warriors,San Antonio Spurs,25 October 2016,L
New Orleans Pelicans,Denver Nuggets,26 October 2016,L
Indiana Pacers,Dallas Mavericks,26 October 2016,W
Toronto Raptors,Detroit Pistons,26 October 2016,W
Philadelphia 76ers,Oklahoma City Thunder,26 October 2016,L
Phoenix Suns,Sacramento Kings,26 October 2016,L
Orlando Magic,Miami Heat,26 October 2016,L
Milwaukee Bucks,Charlotte Hornets,26 October 2016,L
Los Angeles Lakers,Houston Rockets,26 October 2016,W
Memphis Grizzlies,Minnesota Timberwolves,26 October 2016,W
Boston Celtics,Brooklyn Nets,26 October 2016,W
Chicago Bulls,Boston Celtics,27 October 2016,W
Atlanta Hawks,Washington Wizards,27 October 2016,W
Portland Trail Blazers,LA Clippers,27 October 2016,L
Sacramento Kings,San Antonio Spurs,27 October 2016,L
Toronto Raptors,Cleveland Cavaliers,28 October 2016,L
Detroit Pistons,Orlando Magic,28 October 2016,W
Utah Jazz,Los Angeles Lakers,28 October 2016,W
Brooklyn Nets,Indiana Pacers,28 October 2016,W
New Orleans Pelicans,Golden State Warriors,28 October 2016,L
Dallas Mavericks,Houston Rockets,28 October 2016,L
Oklahoma City Thunder,Phoenix Suns,28 October 2016,W
Miami Heat,Charlotte Hornets,28 October 2016,L
New York Knicks,Memphis Grizzlies,29 October 2016,W
Milwaukee Bucks,Brooklyn Nets,29 October 2016,W
Denver Nuggets,Portland Trail Blazers,29 October 2016,L
San Antonio Spurs,New Orleans Pelicans,29 October 2016,W
Cleveland Cavaliers,Orlando Magic,29 October 2016,W
Charlotte Hornets,Boston Celtics,29 October 2016,L
Chicago Bulls,Indiana Pacers,29 October 2016,W
Philadelphia 76ers,Atlanta Hawks,29 October 2016,L
Sacramento Kings,Minnesota Timberwolves,29 October 2016,W
Oklahoma City Thunder,Los Angeles Lakers,30 October 2016,W
Memphis Grizzlies,Washington Wizards,30 October 2016,W
Phoenix Suns,Golden State Warriors,30 October 2016,L
Houston Rockets,Dallas Mavericks,30 October 2016,W
LA Clippers,Utah Jazz,30 October 2016,W
Detroit Pistons,Milwaukee Bucks,30 October 2016,W
Miami Heat,San Antonio Spurs,30 October 2016,L
LA Clippers,Phoenix Suns,31 October 2016,W
Brooklyn Nets,Chicago Bulls,31 October 2016,L
Atlanta Hawks,Sacramento Kings,31 October 2016,W
Toronto Raptors,Denver Nuggets,31 October 2016,W
Detroit Pistons,New York Knicks,01 November 2016,W
Miami Heat,Sacramento Kings,01 November 2016,W
Cleveland Cavaliers,Houston Rockets,01 November 2016,W
San Antonio Spurs,Utah Jazz,01 November 2016,L
Minnesota Timberwolves,Memphis Grizzlies,01 November 2016,W
New Orleans Pelicans,Milwaukee Bucks,01 November 2016,L
Indiana Pacers,Los Angeles Lakers,01 November 2016,W
Philadelphia 76ers,Orlando Magic,01 November 2016,L
Portland Trail Blazers,Golden State Warriors,01 November 2016,L
Phoenix Suns,Portland Trail Blazers,02 November 2016,W
Brooklyn Nets,Detroit Pistons,02 November 2016,W
Utah Jazz,Dallas Mavericks,02 November 2016,W
Boston Celtics,Chicago Bulls,02 November 2016,W
Charlotte Hornets,Philadelphia 76ers,02 November 2016,W
Washington Wizards,Toronto Raptors,02 November 2016,L
Memphis Grizzlies,New Orleans Pelicans,02 November 2016,W
New York Knicks,Houston Rockets,02 November 2016,L
Atlanta Hawks,Los Angeles Lakers,02 November 2016,L
LA Clippers,Oklahoma City Thunder,02 November 2016,L
Golden State Warriors,Oklahoma City Thunder,03 November 2016,W
Orlando Magic,Sacramento Kings,03 November 2016,W
Minnesota Timberwolves,Denver Nuggets,03 November 2016,L
Milwaukee Bucks,Indiana Pacers,03 November 2016,W
Cleveland Cavaliers,Boston Celtics,03 November 2016,W
Toronto Raptors,Miami Heat,04 November 2016,W
Chicago Bulls,New York Knicks,04 November 2016,L
New Orleans Pelicans,Phoenix Suns,04 November 2016,L
Washington Wizards,Atlanta Hawks,04 November 2016,W
Brooklyn Nets,Charlotte Hornets,04 November 2016,L
Utah Jazz,San Antonio Spurs,04 November 2016,L
Dallas Mavericks,Portland Trail Blazers,04 November 2016,L
Los Angeles Lakers,Golden State Warriors,04 November 2016,W
Memphis Grizzlies,LA Clippers,04 November 2016,L
San Antonio Spurs,LA Clippers,05 November 2016,L
Philadelphia 76ers,Cleveland Cavaliers,05 November 2016,L
Indiana Pacers,Chicago Bulls,05 November 2016,W
Milwaukee Bucks,Sacramento Kings,05 November 2016,W
Oklahoma City Thunder,Minnesota Timberwolves,05 November 2016,W
Atlanta Hawks,Houston Rockets,05 November 2016,W
Detroit Pistons,Denver Nuggets,05 November 2016,W
Orlando Magic,Washington Wizards,05 November 2016,W
New York Knicks,Utah Jazz,06 November 2016,L
Boston Celtics,Denver Nuggets,06 November 2016,L
Toronto Raptors,Sacramento Kings,06 November 2016,L
Los Angeles Lakers,Phoenix Suns,06 November 2016,W
Dallas Mavericks,Milwaukee Bucks,06 November 2016,W
Memphis Grizzlies,Portland Trail Blazers,06 November 2016,L
Washington Wizards,Houston Rockets,07 November 2016,L
Golden State Warriors,New Orleans Pelicans,07 November 2016,W
Chicago Bulls,Orlando Magic,07 November 2016,W
Charlotte Hornets,Indiana Pacers,07 November 2016,W
LA Clippers,Detroit Pistons,07 November 2016,W
Oklahoma City Thunder,Miami Heat,07 November 2016,W
Philadelphia 76ers,Utah Jazz,07 November 2016,L
Cleveland Cavaliers,Atlanta Hawks,08 November 2016,L
Brooklyn Nets,Minnesota Timberwolves,08 November 2016,W
Memphis Grizzlies,Denver Nuggets,08 November 2016,W
Portland Trail Blazers,Phoenix Suns,08 November 2016,W
Los Angeles Lakers,Dallas Mavericks,08 November 2016,L
Sacramento Kings,New Orleans Pelicans,08 November 2016,W
Orlando Magic,Minnesota Timberwolves,09 November 2016,L
LA Clippers,Portland Trail Blazers,09 November 2016,W
New York Knicks,Brooklyn Nets,09 November 2016,W
Golden State Warriors,Dallas Mavericks,09 November 2016,W
Phoenix Suns,Detroit Pistons,09 November 2016,W
Oklahoma City Thunder,Toronto Raptors,09 November 2016,L
Indiana Pacers,Philadelphia 76ers,09 November 2016,W
San Antonio Spurs,Houston Rockets,09 November 2016,L
Atlanta Hawks,Chicago Bulls,09 November 2016,W
Washington Wizards,Boston Celtics,09 November 2016,W
Charlotte Hornets,Utah Jazz,09 November 2016,W
Denver Nuggets,Golden State Warriors,10 November 2016,L
Sacramento Kings,Los Angeles Lakers,10 November 2016,L
Miami Heat,Chicago Bulls,10 November 2016,L
Milwaukee Bucks,New Orleans Pelicans,10 November 2016,L
San Antonio Spurs,Detroit Pistons,11 November 2016,W
Orlando Magic,Utah Jazz,11 November 2016,L
Washington Wizards,Cleveland Cavaliers,11 November 2016,L
Boston Celtics,New York Knicks,11 November 2016,W
Charlotte Hornets,Toronto Raptors,11 November 2016,L
Oklahoma City Thunder,LA Clippers,11 November 2016,L
Portland Trail Blazers,Sacramento Kings,11 November 2016,W
Philadelphia 76ers,Indiana Pacers,11 November 2016,W
Denver Nuggets,Detroit Pistons,12 November 2016,L
Toronto Raptors,New York Knicks,12 November 2016,W
Minnesota Timberwolves,LA Clippers,12 November 2016,L
Miami Heat,Utah Jazz,12 November 2016,L
Indiana Pacers,Boston Celtics,12 November 2016,L
Milwaukee Bucks,Memphis Grizzlies,12 November 2016,W
New Orleans Pelicans,Los Angeles Lakers,12 November 2016,L
Houston Rockets,San Antonio Spurs,12 November 2016,L
Phoenix Suns,Brooklyn Nets,12 November 2016,L
Atlanta Hawks,Philadelphia 76ers,12 November 2016,W
Chicago Bulls,Washington Wizards,12 November 2016,W
Portland Trail Blazers,Denver Nuggets,13 November 2016,W
Cleveland Cavaliers,Charlotte Hornets,13 November 2016,W
Golden State Warriors,Phoenix Suns,13 November 2016,W
Minnesota Timberwolves,Los Angeles Lakers,13 November 2016,W
Oklahoma City Thunder,Orlando Magic,13 November 2016,L
Indiana Pacers,Orlando Magic,14 November 2016,W
LA Clippers,Brooklyn Nets,14 November 2016,W
Detroit Pistons,Oklahoma City Thunder,14 November 2016,W
San Antonio Spurs,Miami Heat,14 November 2016,W
Utah Jazz,Memphis Grizzlies,14 November 2016,L
Houston Rockets,Philadelphia 76ers,14 November 2016,W
New Orleans Pelicans,Boston Celtics,14 November 2016,W
New York Knicks,Dallas Mavericks,14 November 2016,W
Los Angeles Lakers,Brooklyn Nets,15 November 2016,W
Portland Trail Blazers,Chicago Bulls,15 November 2016,L
Miami Heat,Atlanta Hawks,15 November 2016,L
Minnesota Timberwolves,Charlotte Hornets,15 November 2016,L
Cleveland Cavaliers,Toronto Raptors,15 November 2016,W
Philadelphia 76ers,Washington Wizards,16 November 2016,W
Orlando Magic,New Orleans Pelicans,16 November 2016,W
Boston Celtics,Dallas Mavericks,16 November 2016,W
LA Clippers,Memphis Grizzlies,16 November 2016,L
Sacramento Kings,San Antonio Spurs,16 November 2016,L
Atlanta Hawks,Milwaukee Bucks,16 November 2016,W
Indiana Pacers,Cleveland Cavaliers,16 November 2016,W
Denver Nuggets,Phoenix Suns,16 November 2016,W
New York Knicks,Detroit Pistons,16 November 2016,W
Oklahoma City Thunder,Houston Rockets,16 November 2016,W
Toronto Raptors,Golden State Warriors,16 November 2016,L
Houston Rockets,Portland Trail Blazers,17 November 2016,W
Minnesota Timberwolves,Philadelphia 76ers,17 November 2016,W
Miami Heat,Milwaukee Bucks,17 November 2016,W
Washington Wizards,New York Knicks,17 November 2016,W
Utah Jazz,Chicago Bulls,17 November 2016,L
Sacramento Kings,LA Clippers,18 November 2016,L
Boston Celtics,Golden State Warriors,18 November 2016,L
Denver Nuggets,Toronto Raptors,18 November 2016,L
Dallas Mavericks,Memphis Grizzlies,18 November 2016,L
Charlotte Hornets,Atlanta Hawks,18 November 2016,W
New Orleans Pelicans,Portland Trail Blazers,18 November 2016,W
Los Angeles Lakers,San Antonio Spurs,18 November 2016,L
Indiana Pacers,Phoenix Suns,18 November 2016,L
Oklahoma City Thunder,Brooklyn Nets,18 November 2016,W
Cleveland Cavaliers,Detroit Pistons,18 November 2016,W
New Orleans Pelicans,Charlotte Hornets,19 November 2016,W
Washington Wizards,Miami Heat,19 November 2016,L
Houston Rockets,Utah Jazz,19 November 2016,W
Milwaukee Bucks,Golden State Warriors,19 November 2016,L
Philadelphia 76ers,Phoenix Suns,19 November 2016,W
Memphis Grizzlies,Minnesota Timberwolves,19 November 2016,W
Orlando Magic,Dallas Mavericks,19 November 2016,W
LA Clippers,Chicago Bulls,19 November 2016,W
Detroit Pistons,Boston Celtics,19 November 2016,L
Denver Nuggets,Utah Jazz,20 November 2016,W
Oklahoma City Thunder,Indiana Pacers,20 November 2016,L
Brooklyn Nets,Portland Trail Blazers,20 November 2016,L
Sacramento Kings,Toronto Raptors,20 November 2016,W
Los Angeles Lakers,Chicago Bulls,20 November 2016,L
New York Knicks,Atlanta Hawks,20 November 2016,W
Indiana Pacers,Golden State Warriors,21 November 2016,L
San Antonio Spurs,Dallas Mavericks,21 November 2016,W
Washington Wizards,Phoenix Suns,21 November 2016,W
LA Clippers,Toronto Raptors,21 November 2016,W
Minnesota Timberwolves,Boston Celtics,21 November 2016,L
Philadelphia 76ers,Miami Heat,21 November 2016,W
Detroit Pistons,Houston Rockets,21 November 2016,L
Milwaukee Bucks,Orlando Magic,21 November 2016,W
Charlotte Hornets,Memphis Grizzlies,21 November 2016,L
New York Knicks,Portland Trail Blazers,22 November 2016,W
Los Angeles Lakers,Oklahoma City Thunder,22 November 2016,W
Denver Nuggets,Chicago Bulls,22 November 2016,W
Atlanta Hawks,New Orleans Pelicans,22 November 2016,L
Dallas Mavericks,LA Clippers,23 November 2016,L
Golden State Warriors,Los Angeles Lakers,23 November 2016,W
New Orleans Pelicans,Minnesota Timberwolves,23 November 2016,W
Charlotte Hornets,San Antonio Spurs,23 November 2016,L
Detroit Pistons,Miami Heat,23 November 2016,W
Houston Rockets,Toronto Raptors,23 November 2016,L
Utah Jazz,Denver Nuggets,23 November 2016,W
Brooklyn Nets,Boston Celtics,23 November 2016,L
Indiana Pacers,Atlanta Hawks,23 November 2016,L
Cleveland Cavaliers,Portland Trail Blazers,23 November 2016,W
Philadelphia 76ers,Memphis Grizzlies,23 November 2016,L
Sacramento Kings,Oklahoma City Thunder,23 November 2016,W
Orlando Magic,Phoenix Suns,23 November 2016,L
Phoenix Suns,Minnesota Timberwolves,25 November 2016,L
Detroit Pistons,LA Clippers,25 November 2016,W
Milwaukee Bucks,Toronto Raptors,25 November 2016,L
Boston Celtics,San Antonio Spurs,25 November 2016,L
Denver Nuggets,Oklahoma City Thunder,25 November 2016,L
Indiana Pacers,Brooklyn Nets,25 November 2016,W
Orlando Magic,Washington Wizards,25 November 2016,L
Memphis Grizzlies,Miami Heat,25 November 2016,L
Philadelphia 76ers,Chicago Bulls,25 November 2016,L
Portland Trail Blazers,New Orleans Pelicans,25 November 2016,W
Utah Jazz,Atlanta Hawks,25 November 2016,W
New York Knicks,Charlotte Hornets,25 November 2016,W
Sacramento Kings,Houston Rockets,25 November 2016,L
Cleveland Cavaliers,Dallas Mavericks,25 November 2016,W
Los Angeles Lakers,Golden State Warriors,25 November 2016,L
Washington Wizards,San Antonio Spurs,26 November 2016,L
Charlotte Hornets,New York Knicks,26 November 2016,W
Golden State Warriors,Minnesota Timberwolves,26 November 2016,W
Oklahoma City Thunder,Detroit Pistons,26 November 2016,W
Miami Heat,Memphis Grizzlies,26 November 2016,L
Portland Trail Blazers,Houston Rockets,27 November 2016,L
Dallas Mavericks,New Orleans Pelicans,27 November 2016,W
Orlando Magic,Milwaukee Bucks,27 November 2016,L
Phoenix Suns,Denver Nuggets,27 November 2016,L
Philadelphia 76ers,Cleveland Cavaliers,27 November 2016,L
Indiana Pacers,LA Clippers,27 November 2016,W
Los Angeles Lakers,Atlanta Hawks,27 November 2016,W
Brooklyn Nets,Sacramento Kings,27 November 2016,L
Golden State Warriors,Atlanta Hawks,28 November 2016,W
Memphis Grizzlies,Charlotte Hornets,28 November 2016,L
Washington Wizards,Sacramento Kings,28 November 2016,W
New York Knicks,Oklahoma City Thunder,28 November 2016,L
Miami Heat,Boston Celtics,28 November 2016,L
Minnesota Timberwolves,Utah Jazz,28 November 2016,L
Toronto Raptors,Philadelphia 76ers,28 November 2016,W
San Antonio Spurs,Orlando Magic,29 November 2016,L
Brooklyn Nets,LA Clippers,29 November 2016,W
Charlotte Hornets,Detroit Pistons,29 November 2016,L
Milwaukee Bucks,Cleveland Cavaliers,29 November 2016,W
Utah Jazz,Houston Rockets,29 November 2016,W
New Orleans Pelicans,Los Angeles Lakers,29 November 2016,W
Phoenix Suns,Atlanta Hawks,30 November 2016,W
Oklahoma City Thunder,Washington Wizards,30 November 2016,W
Toronto Raptors,Memphis Grizzlies,30 November 2016,W
Portland Trail Blazers,Indiana Pacers,30 November 2016,W
Dallas Mavericks,San Antonio Spurs,30 November 2016,L
Chicago Bulls,Los Angeles Lakers,30 November 2016,L
Denver Nuggets,Miami Heat,30 November 2016,L
Minnesota Timberwolves,New York Knicks,30 November 2016,L
Boston Celtics,Detroit Pistons,30 November 2016,L
Utah Jazz,Miami Heat,01 December 2016,L
Golden State Warriors,Houston Rockets,01 December 2016,L
Charlotte Hornets,Dallas Mavericks,01 December 2016,W
Cleveland Cavaliers,LA Clippers,01 December 2016,L
Memphis Grizzlies,Orlando Magic,01 December 2016,W
Brooklyn Nets,Milwaukee Bucks,01 December 2016,L
Atlanta Hawks,Detroit Pistons,02 December 2016,L
Denver Nuggets,Houston Rockets,02 December 2016,L
Philadelphia 76ers,Orlando Magic,02 December 2016,L
Toronto Raptors,Los Angeles Lakers,02 December 2016,W
Chicago Bulls,Cleveland Cavaliers,02 December 2016,W
San Antonio Spurs,Washington Wizards,02 December 2016,W
New Orleans Pelicans,LA Clippers,02 December 2016,L
Boston Celtics,Sacramento Kings,02 December 2016,W
New York Knicks,Minnesota Timberwolves,02 December 2016,W
Utah Jazz,Denver Nuggets,03 December 2016,W
Charlotte Hornets,Minnesota Timberwolves,03 December 2016,L
Golden State Warriors,Phoenix Suns,03 December 2016,W
Memphis Grizzlies,Los Angeles Lakers,03 December 2016,W
Dallas Mavericks,Chicago Bulls,03 December 2016,W
Philadelphia 76ers,Boston Celtics,03 December 2016,L
Toronto Raptors,Atlanta Hawks,03 December 2016,W
Milwaukee Bucks,Brooklyn Nets,03 December 2016,W
Portland Trail Blazers,Miami Heat,03 December 2016,W
Detroit Pistons,Orlando Magic,04 December 2016,L
Oklahoma City Thunder,New Orleans Pelicans,04 December 2016,W
LA Clippers,Indiana Pacers,04 December 2016,L
New York Knicks,Sacramento Kings,04 December 2016,W
Atlanta Hawks,Oklahoma City Thunder,05 December 2016,L
Milwaukee Bucks,San Antonio Spurs,05 December 2016,L
Golden State Warriors,Indiana Pacers,05 December 2016,W
Dallas Mavericks,Charlotte Hornets,05 December 2016,L
New Orleans Pelicans,Memphis Grizzlies,05 December 2016,L
Los Angeles Lakers,Utah Jazz,05 December 2016,L
Toronto Raptors,Cleveland Cavaliers,05 December 2016,L
Chicago Bulls,Portland Trail Blazers,05 December 2016,L
Philadelphia 76ers,Denver Nuggets,05 December 2016,L
Houston Rockets,Boston Celtics,05 December 2016,W
Brooklyn Nets,Washington Wizards,05 December 2016,L
Memphis Grizzlies,Philadelphia 76ers,06 December 2016,W
Utah Jazz,Phoenix Suns,06 December 2016,W
Miami Heat,New York Knicks,06 December 2016,L
Washington Wizards,Orlando Magic,06 December 2016,L
Detroit Pistons,Chicago Bulls,06 December 2016,W
Minnesota Timberwolves,San Antonio Spurs,06 December 2016,L
Houston Rockets,Los Angeles Lakers,07 December 2016,W
Orlando Magic,Boston Celtics,07 December 2016,L
Milwaukee Bucks,Portland Trail Blazers,07 December 2016,W
Atlanta Hawks,Miami Heat,07 December 2016,W
Charlotte Hornets,Detroit Pistons,07 December 2016,W
New York Knicks,Cleveland Cavaliers,07 December 2016,L
